"","orig.ident","nCount_RNA","nFeature_RNA","Cell","Batch","Group","ExpLibSize","RNA_snn_res.0.8","seurat_clusters"
"Cell1557","SeuratProject",66048,8533,"Cell1557","Batch2","Group3",65219.2728406898,"1","1"
"Cell1558","SeuratProject",80315,9425,"Cell1558","Batch2","Group1",80074.9021805853,"0","0"
"Cell1559","SeuratProject",60388,8195,"Cell1559","Batch2","Group1",60632.5570511887,"0","0"
"Cell1560","SeuratProject",50022,7435,"Cell1560","Batch2","Group1",49798.6439587148,"0","0"
"Cell1561","SeuratProject",67370,8660,"Cell1561","Batch2","Group3",67006.636596524,"2","2"
"Cell1562","SeuratProject",55606,7913,"Cell1562","Batch2","Group2",55103.855069934,"1","1"
"Cell1563","SeuratProject",75347,9128,"Cell1563","Batch2","Group3",75449.7624549468,"2","2"
"Cell1564","SeuratProject",47682,7405,"Cell1564","Batch2","Group3",48401.6920964589,"1","1"
"Cell1565","SeuratProject",40678,6785,"Cell1565","Batch2","Group2",40216.1624264902,"2","2"
"Cell1566","SeuratProject",59475,8165,"Cell1566","Batch2","Group4",59244.4330703957,"3","3"
"Cell1567","SeuratProject",58840,8030,"Cell1567","Batch2","Group2",58971.3935452189,"3","3"
"Cell1568","SeuratProject",44011,7000,"Cell1568","Batch2","Group1",43883.2250164155,"0","0"
"Cell1569","SeuratProject",63966,8437,"Cell1569","Batch2","Group1",63987.648098544,"0","0"
"Cell1570","SeuratProject",68960,8687,"Cell1570","Batch2","Group1",68833.9214749264,"0","0"
"Cell1571","SeuratProject",49340,7520,"Cell1571","Batch2","Group1",50078.6319543694,"1","1"
"Cell1572","SeuratProject",62050,8311,"Cell1572","Batch2","Group4",61495.888407259,"1","1"
"Cell1573","SeuratProject",73970,9041,"Cell1573","Batch2","Group4",74416.7262673144,"0","0"
"Cell1574","SeuratProject",51608,7651,"Cell1574","Batch2","Group1",53061.9558719086,"3","3"
"Cell1575","SeuratProject",55195,7880,"Cell1575","Batch2","Group1",55573.7498740022,"1","1"
"Cell1576","SeuratProject",75490,9042,"Cell1576","Batch2","Group3",74793.8675200723,"2","2"
"Cell1577","SeuratProject",63049,8341,"Cell1577","Batch2","Group1",63308.604387408,"2","2"
"Cell1578","SeuratProject",64245,8431,"Cell1578","Batch2","Group1",64695.6130671917,"0","0"
"Cell1579","SeuratProject",49665,7553,"Cell1579","Batch2","Group3",49864.0511137775,"2","2"
"Cell1580","SeuratProject",63234,8440,"Cell1580","Batch2","Group1",62718.9456219563,"1","1"
"Cell1581","SeuratProject",62385,8440,"Cell1581","Batch2","Group3",62915.6498028288,"2","2"
"Cell1582","SeuratProject",57364,8051,"Cell1582","Batch2","Group4",56728.9828533615,"2","2"
"Cell1583","SeuratProject",38916,6559,"Cell1583","Batch2","Group2",39533.2045665879,"0","0"
"Cell1584","SeuratProject",63209,8402,"Cell1584","Batch2","Group1",63311.3821887237,"0","0"
"Cell1585","SeuratProject",48502,7488,"Cell1585","Batch2","Group3",48646.5752163692,"2","2"
"Cell1586","SeuratProject",56585,8020,"Cell1586","Batch2","Group2",56755.9681807209,"1","1"
"Cell1587","SeuratProject",54761,7866,"Cell1587","Batch2","Group1",55061.007027668,"3","3"
"Cell1588","SeuratProject",80393,9272,"Cell1588","Batch2","Group1",79742.4798201871,"0","0"
"Cell1589","SeuratProject",47996,7396,"Cell1589","Batch2","Group2",48089.4384045029,"1","1"
"Cell1590","SeuratProject",85681,9562,"Cell1590","Batch2","Group4",85472.4676862298,"1","1"
"Cell1591","SeuratProject",79651,9148,"Cell1591","Batch2","Group3",79425.7313795878,"0","0"
"Cell1592","SeuratProject",48871,7350,"Cell1592","Batch2","Group3",48740.22417667,"2","2"
"Cell1593","SeuratProject",58880,8035,"Cell1593","Batch2","Group1",58993.9264541139,"0","0"
"Cell1594","SeuratProject",40502,6710,"Cell1594","Batch2","Group1",40554.7602079581,"0","0"
"Cell1595","SeuratProject",55120,7906,"Cell1595","Batch2","Group3",55400.1755628729,"2","2"
"Cell1596","SeuratProject",63408,8422,"Cell1596","Batch2","Group3",63985.9988697107,"2","2"
"Cell1597","SeuratProject",47001,7229,"Cell1597","Batch2","Group1",46786.7557908972,"0","0"
"Cell1598","SeuratProject",52185,7703,"Cell1598","Batch2","Group1",52514.8020670853,"0","0"
"Cell1599","SeuratProject",69051,8734,"Cell1599","Batch2","Group4",68542.2931012075,"3","3"
"Cell1600","SeuratProject",66567,8483,"Cell1600","Batch2","Group1",66894.1993634026,"0","0"
"Cell1601","SeuratProject",61703,8326,"Cell1601","Batch2","Group3",62076.1682847782,"2","2"
"Cell1602","SeuratProject",81862,9371,"Cell1602","Batch2","Group3",82306.4897167087,"2","2"
"Cell1603","SeuratProject",49100,7419,"Cell1603","Batch2","Group3",49035.1814400013,"2","2"
"Cell1604","SeuratProject",46791,7287,"Cell1604","Batch2","Group2",46587.5507547528,"1","1"
"Cell1605","SeuratProject",105200,10420,"Cell1605","Batch2","Group1",106884.12166945,"0","0"
"Cell1606","SeuratProject",74832,9052,"Cell1606","Batch2","Group1",73842.746659923,"0","0"
"Cell1607","SeuratProject",44880,7080,"Cell1607","Batch2","Group3",44218.4903323672,"1","1"
"Cell1608","SeuratProject",82189,9464,"Cell1608","Batch2","Group1",81390.3263800966,"0","0"
"Cell1609","SeuratProject",69356,8775,"Cell1609","Batch2","Group3",68591.3852581203,"1","1"
"Cell1610","SeuratProject",42579,6868,"Cell1610","Batch2","Group2",41952.6653714912,"1","1"
"Cell1611","SeuratProject",51289,7579,"Cell1611","Batch2","Group3",50974.3925245264,"2","2"
"Cell1612","SeuratProject",40975,6821,"Cell1612","Batch2","Group1",41372.1878794005,"0","0"
"Cell1613","SeuratProject",82875,9447,"Cell1613","Batch2","Group3",82737.9902268212,"2","2"
"Cell1614","SeuratProject",59094,8149,"Cell1614","Batch2","Group3",59176.1085885809,"3","3"
"Cell1615","SeuratProject",60246,8101,"Cell1615","Batch2","Group3",60659.985984602,"2","2"
"Cell1616","SeuratProject",57303,7962,"Cell1616","Batch2","Group2",56897.416949268,"2","2"
"Cell1617","SeuratProject",91116,9703,"Cell1617","Batch2","Group3",91330.8467171622,"2","2"
"Cell1618","SeuratProject",56820,7999,"Cell1618","Batch2","Group2",56254.2261485654,"1","1"
"Cell1619","SeuratProject",49510,7413,"Cell1619","Batch2","Group1",49558.1528830193,"0","0"
"Cell1620","SeuratProject",57007,8126,"Cell1620","Batch2","Group2",56956.4265644957,"2","2"
"Cell1621","SeuratProject",37057,6488,"Cell1621","Batch2","Group2",37390.7353486477,"1","1"
"Cell1622","SeuratProject",52002,7684,"Cell1622","Batch2","Group1",51656.0299436308,"0","0"
"Cell1623","SeuratProject",83682,9471,"Cell1623","Batch2","Group2",83990.2424013533,"0","0"
"Cell1624","SeuratProject",56564,8027,"Cell1624","Batch2","Group1",56972.7558203291,"0","0"
"Cell1625","SeuratProject",62078,8376,"Cell1625","Batch2","Group2",62605.4285375382,"2","2"
"Cell1626","SeuratProject",38876,6662,"Cell1626","Batch2","Group1",39725.5931661681,"1","1"
"Cell1627","SeuratProject",70722,8836,"Cell1627","Batch2","Group1",70606.96186459,"0","0"
"Cell1628","SeuratProject",61890,8359,"Cell1628","Batch2","Group2",62916.0693491486,"2","2"
"Cell1629","SeuratProject",46949,7273,"Cell1629","Batch2","Group1",47189.7759418967,"0","0"
"Cell1630","SeuratProject",63403,8389,"Cell1630","Batch2","Group3",63693.8127200535,"1","1"
"Cell1631","SeuratProject",90632,9753,"Cell1631","Batch2","Group3",90243.4850441601,"1","1"
"Cell1632","SeuratProject",53861,7691,"Cell1632","Batch2","Group1",53592.6986723438,"2","2"
"Cell1633","SeuratProject",44280,7062,"Cell1633","Batch2","Group2",45132.0981580494,"3","3"
"Cell1634","SeuratProject",52959,7663,"Cell1634","Batch2","Group2",53239.3882371369,"1","1"
"Cell1635","SeuratProject",69192,8761,"Cell1635","Batch2","Group1",68827.7521939885,"0","0"
"Cell1636","SeuratProject",52226,7711,"Cell1636","Batch2","Group1",52418.888682168,"0","0"
"Cell1637","SeuratProject",55285,7861,"Cell1637","Batch2","Group2",55161.1721134865,"1","1"
"Cell1638","SeuratProject",58576,8029,"Cell1638","Batch2","Group1",58452.4699937398,"1","1"
"Cell1639","SeuratProject",69102,8766,"Cell1639","Batch2","Group1",68139.5677850162,"0","0"
"Cell1640","SeuratProject",49257,7434,"Cell1640","Batch2","Group2",49306.9441728592,"1","1"
"Cell1641","SeuratProject",81779,9429,"Cell1641","Batch2","Group1",81831.1580956681,"0","0"
"Cell1642","SeuratProject",55507,7967,"Cell1642","Batch2","Group1",56554.4512773337,"0","0"
"Cell1643","SeuratProject",64848,8464,"Cell1643","Batch2","Group1",64590.5984480831,"1","1"
"Cell1644","SeuratProject",51400,7509,"Cell1644","Batch2","Group3",51638.6262689525,"2","2"
"Cell1645","SeuratProject",62034,8325,"Cell1645","Batch2","Group1",61584.8659147901,"0","0"
"Cell1646","SeuratProject",80436,9327,"Cell1646","Batch2","Group1",80512.7178006419,"0","0"
"Cell1647","SeuratProject",40855,6795,"Cell1647","Batch2","Group3",40516.237225651,"1","1"
"Cell1648","SeuratProject",65058,8535,"Cell1648","Batch2","Group3",65071.6493549346,"1","1"
"Cell1649","SeuratProject",84221,9518,"Cell1649","Batch2","Group2",83413.8685542756,"1","1"
"Cell1650","SeuratProject",70219,8769,"Cell1650","Batch2","Group3",70126.413303583,"2","2"
"Cell1651","SeuratProject",52275,7670,"Cell1651","Batch2","Group1",52201.7275947895,"0","0"
"Cell1652","SeuratProject",49225,7461,"Cell1652","Batch2","Group1",49003.3563043386,"3","3"
"Cell1653","SeuratProject",60550,8308,"Cell1653","Batch2","Group3",60565.1936177342,"2","2"
"Cell1654","SeuratProject",66870,8563,"Cell1654","Batch2","Group2",67247.9360153282,"1","1"
"Cell1655","SeuratProject",81138,9288,"Cell1655","Batch2","Group1",81051.7577895251,"0","0"
"Cell1656","SeuratProject",67755,8633,"Cell1656","Batch2","Group4",68220.1911334999,"0","0"
"Cell1657","SeuratProject",60225,8175,"Cell1657","Batch2","Group3",59834.1428541988,"2","2"
"Cell1658","SeuratProject",74038,9106,"Cell1658","Batch2","Group3",74213.3015213608,"2","2"
"Cell1659","SeuratProject",50924,7606,"Cell1659","Batch2","Group1",50461.5647936152,"0","0"
"Cell1660","SeuratProject",57094,7978,"Cell1660","Batch2","Group2",57003.7739865267,"1","1"
"Cell1661","SeuratProject",44686,7069,"Cell1661","Batch2","Group2",45098.5717537007,"1","1"
"Cell1662","SeuratProject",57698,8042,"Cell1662","Batch2","Group2",57197.604564288,"1","1"
"Cell1663","SeuratProject",87379,9655,"Cell1663","Batch2","Group4",87690.7789088937,"1","1"
"Cell1664","SeuratProject",52863,7648,"Cell1664","Batch2","Group1",53270.9678194606,"2","2"
"Cell1665","SeuratProject",95374,9992,"Cell1665","Batch2","Group3",95162.6599192895,"2","2"
"Cell1666","SeuratProject",73538,8984,"Cell1666","Batch2","Group4",73222.4781998681,"0","0"
"Cell1667","SeuratProject",71895,8855,"Cell1667","Batch2","Group1",72112.8290826875,"2","2"
"Cell1668","SeuratProject",81510,9480,"Cell1668","Batch2","Group3",82335.8645036486,"2","2"
"Cell1669","SeuratProject",97947,10070,"Cell1669","Batch2","Group4",98374.053226676,"2","2"
"Cell1670","SeuratProject",46709,7333,"Cell1670","Batch2","Group1",47362.5046470977,"0","0"
"Cell1671","SeuratProject",56152,8033,"Cell1671","Batch2","Group1",56142.0425193881,"2","2"
"Cell1672","SeuratProject",63728,8408,"Cell1672","Batch2","Group3",63731.4579699244,"0","0"
"Cell1673","SeuratProject",80792,9386,"Cell1673","Batch2","Group1",80562.8914960354,"0","0"
"Cell1674","SeuratProject",43360,6985,"Cell1674","Batch2","Group1",43350.2285691157,"0","0"
"Cell1675","SeuratProject",78717,9257,"Cell1675","Batch2","Group4",79174.9193140239,"3","3"
"Cell1676","SeuratProject",50622,7616,"Cell1676","Batch2","Group3",51113.7328347423,"2","2"
"Cell1677","SeuratProject",65694,8585,"Cell1677","Batch2","Group2",65662.6998964713,"2","2"
"Cell1678","SeuratProject",73744,8949,"Cell1678","Batch2","Group2",74046.683668286,"1","1"
"Cell1679","SeuratProject",54722,7830,"Cell1679","Batch2","Group3",54332.5170892385,"1","1"
"Cell1680","SeuratProject",91671,9861,"Cell1680","Batch2","Group1",92107.0857229865,"0","0"
"Cell1681","SeuratProject",70438,8804,"Cell1681","Batch2","Group1",69948.5319892538,"0","0"
"Cell1682","SeuratProject",72055,8915,"Cell1682","Batch2","Group1",72187.0972551657,"0","0"
"Cell1683","SeuratProject",41355,6817,"Cell1683","Batch2","Group1",41432.6721943006,"3","3"
"Cell1684","SeuratProject",85445,9498,"Cell1684","Batch2","Group2",85904.9165154491,"1","1"
"Cell1685","SeuratProject",48284,7430,"Cell1685","Batch2","Group3",48080.8302932494,"1","1"
"Cell1686","SeuratProject",59475,8242,"Cell1686","Batch2","Group1",59963.2262408472,"2","2"
"Cell1687","SeuratProject",68163,8637,"Cell1687","Batch2","Group3",68635.713588875,"2","2"
"Cell1688","SeuratProject",60372,8156,"Cell1688","Batch2","Group1",60520.4107758096,"0","0"
"Cell1689","SeuratProject",42249,6900,"Cell1689","Batch2","Group1",42020.4423953025,"0","0"
"Cell1690","SeuratProject",45458,7260,"Cell1690","Batch2","Group1",46174.8258419627,"0","0"
"Cell1691","SeuratProject",71844,8877,"Cell1691","Batch2","Group1",72086.9271946489,"0","0"
"Cell1692","SeuratProject",60147,8170,"Cell1692","Batch2","Group2",59774.0986540704,"2","2"
"Cell1693","SeuratProject",68537,8615,"Cell1693","Batch2","Group2",67959.0138290137,"2","2"
"Cell1694","SeuratProject",54436,7855,"Cell1694","Batch2","Group3",54532.4037033718,"0","0"
"Cell1695","SeuratProject",56648,7933,"Cell1695","Batch2","Group2",56800.4537673818,"1","1"
"Cell1696","SeuratProject",41579,6815,"Cell1696","Batch2","Group1",40943.214731734,"1","1"
"Cell1697","SeuratProject",53448,7698,"Cell1697","Batch2","Group1",53036.4791124819,"0","0"
"Cell1698","SeuratProject",60877,8260,"Cell1698","Batch2","Group3",60792.6722647985,"2","2"
"Cell1699","SeuratProject",42509,6990,"Cell1699","Batch2","Group4",42838.0437387849,"2","2"
"Cell1700","SeuratProject",87211,9647,"Cell1700","Batch2","Group3",86418.5202252983,"1","1"
"Cell1701","SeuratProject",60072,8195,"Cell1701","Batch2","Group1",59803.8460349629,"0","0"
"Cell1702","SeuratProject",56233,7924,"Cell1702","Batch2","Group2",56630.706626567,"1","1"
"Cell1703","SeuratProject",59570,8213,"Cell1703","Batch2","Group1",59072.1295358921,"0","0"
"Cell1704","SeuratProject",70392,8726,"Cell1704","Batch2","Group3",70496.6377718584,"0","0"
"Cell1705","SeuratProject",60337,8237,"Cell1705","Batch2","Group2",60473.1149791143,"1","1"
"Cell1706","SeuratProject",65336,8498,"Cell1706","Batch2","Group1",65153.8735757957,"0","0"
"Cell1707","SeuratProject",88128,9715,"Cell1707","Batch2","Group1",88044.7038817307,"0","0"
"Cell1708","SeuratProject",54527,7820,"Cell1708","Batch2","Group1",54412.3536945557,"0","0"
"Cell1709","SeuratProject",61234,8408,"Cell1709","Batch2","Group2",60824.1926988035,"1","1"
"Cell1710","SeuratProject",61787,8396,"Cell1710","Batch2","Group4",62038.3224742815,"0","0"
"Cell1711","SeuratProject",65763,8617,"Cell1711","Batch2","Group2",64811.0961491611,"1","1"
"Cell1712","SeuratProject",72854,8818,"Cell1712","Batch2","Group1",73290.592168693,"0","0"
"Cell1713","SeuratProject",62664,8364,"Cell1713","Batch2","Group1",62108.85995381,"0","0"
"Cell1714","SeuratProject",62119,8320,"Cell1714","Batch2","Group1",62538.6726310903,"0","0"
"Cell1715","SeuratProject",70192,8903,"Cell1715","Batch2","Group2",70416.620636815,"1","1"
"Cell1716","SeuratProject",45052,7028,"Cell1716","Batch2","Group1",44791.2547155933,"0","0"
"Cell1717","SeuratProject",69578,8670,"Cell1717","Batch2","Group1",68899.4760941981,"0","0"
"Cell1718","SeuratProject",48439,7319,"Cell1718","Batch2","Group3",48560.1576455141,"2","2"
"Cell1719","SeuratProject",51390,7597,"Cell1719","Batch2","Group1",51016.7192663163,"0","0"
"Cell1720","SeuratProject",65257,8515,"Cell1720","Batch2","Group1",64525.0847489346,"0","0"
"Cell1721","SeuratProject",54661,7831,"Cell1721","Batch2","Group1",54924.2060752259,"0","0"
"Cell1722","SeuratProject",81806,9365,"Cell1722","Batch2","Group1",82328.2817191419,"0","0"
"Cell1723","SeuratProject",62687,8376,"Cell1723","Batch2","Group1",62554.2183401211,"0","0"
"Cell1724","SeuratProject",42374,6908,"Cell1724","Batch2","Group2",42668.6600087263,"1","1"
"Cell1725","SeuratProject",67153,8627,"Cell1725","Batch2","Group4",66885.4572590607,"1","1"
"Cell1726","SeuratProject",94922,10024,"Cell1726","Batch2","Group3",94427.2598967419,"1","1"
"Cell1727","SeuratProject",53701,7774,"Cell1727","Batch2","Group1",53860.7120429111,"0","0"
"Cell1728","SeuratProject",70993,8792,"Cell1728","Batch2","Group3",70919.1173608541,"1","1"
"Cell1729","SeuratProject",41045,6820,"Cell1729","Batch2","Group1",40498.6093168148,"0","0"
"Cell1730","SeuratProject",62172,8384,"Cell1730","Batch2","Group1",63044.9569122856,"3","3"
"Cell1731","SeuratProject",69928,8796,"Cell1731","Batch2","Group3",70944.5893911156,"1","1"
"Cell1732","SeuratProject",68596,8733,"Cell1732","Batch2","Group1",68922.3247792467,"0","0"
"Cell1733","SeuratProject",67920,8556,"Cell1733","Batch2","Group2",66989.7479693575,"1","1"
"Cell1734","SeuratProject",66686,8570,"Cell1734","Batch2","Group3",66365.2623268311,"2","2"
"Cell1735","SeuratProject",64018,8299,"Cell1735","Batch2","Group4",63461.8427060009,"1","1"
"Cell1736","SeuratProject",75360,9077,"Cell1736","Batch2","Group1",75858.5064342057,"0","0"
"Cell1737","SeuratProject",63671,8343,"Cell1737","Batch2","Group1",63672.8871615703,"0","0"
"Cell1738","SeuratProject",55478,7935,"Cell1738","Batch2","Group1",55747.398404769,"0","0"
"Cell1739","SeuratProject",61479,8252,"Cell1739","Batch2","Group4",61903.2412070773,"2","2"
"Cell1740","SeuratProject",65936,8546,"Cell1740","Batch2","Group3",66032.1070868537,"2","2"
"Cell1741","SeuratProject",64814,8442,"Cell1741","Batch2","Group3",64514.207215788,"2","2"
"Cell1742","SeuratProject",54099,7797,"Cell1742","Batch2","Group2",53740.3508402263,"1","1"
"Cell1743","SeuratProject",69059,8692,"Cell1743","Batch2","Group3",69247.9603302434,"1","1"
"Cell1744","SeuratProject",57183,8055,"Cell1744","Batch2","Group1",57420.1474422756,"0","0"
"Cell1745","SeuratProject",72513,8854,"Cell1745","Batch2","Group1",71868.0994861985,"0","0"
"Cell1746","SeuratProject",58589,8096,"Cell1746","Batch2","Group1",58509.6607792855,"0","0"
"Cell1747","SeuratProject",65538,8564,"Cell1747","Batch2","Group2",65848.5659420638,"1","1"
"Cell1748","SeuratProject",76539,9158,"Cell1748","Batch2","Group1",76436.8343691545,"0","0"
"Cell1749","SeuratProject",67954,8567,"Cell1749","Batch2","Group2",67368.4238573171,"3","3"
"Cell1750","SeuratProject",52399,7623,"Cell1750","Batch2","Group1",51888.0267645036,"0","0"
"Cell1751","SeuratProject",67699,8677,"Cell1751","Batch2","Group4",67850.9091517521,"2","2"
"Cell1752","SeuratProject",63580,8408,"Cell1752","Batch2","Group1",63632.2900177538,"0","0"
"Cell1753","SeuratProject",47711,7399,"Cell1753","Batch2","Group2",48189.0263987242,"1","1"
"Cell1754","SeuratProject",52372,7691,"Cell1754","Batch2","Group4",52923.5234596778,"1","1"
"Cell1755","SeuratProject",66577,8609,"Cell1755","Batch2","Group2",67175.4706103983,"1","1"
"Cell1756","SeuratProject",92005,9835,"Cell1756","Batch2","Group2",92975.6084203584,"1","1"
"Cell1757","SeuratProject",55924,7947,"Cell1757","Batch2","Group1",55695.334347497,"2","2"
"Cell1758","SeuratProject",55400,7932,"Cell1758","Batch2","Group3",55423.1658112245,"2","2"
"Cell1759","SeuratProject",37694,6495,"Cell1759","Batch2","Group1",37618.7367541836,"2","2"
"Cell1760","SeuratProject",47549,7347,"Cell1760","Batch2","Group1",47722.3184706875,"0","0"
"Cell1761","SeuratProject",41726,6876,"Cell1761","Batch2","Group1",41831.4377424147,"0","0"
"Cell1762","SeuratProject",59477,8286,"Cell1762","Batch2","Group1",59786.0427783868,"0","0"
"Cell1763","SeuratProject",56484,7984,"Cell1763","Batch2","Group1",56885.7448958635,"1","1"
"Cell1764","SeuratProject",44868,7112,"Cell1764","Batch2","Group3",44852.7031498694,"1","1"
"Cell1765","SeuratProject",55233,7779,"Cell1765","Batch2","Group3",54829.165384581,"2","2"
"Cell1766","SeuratProject",78339,9270,"Cell1766","Batch2","Group3",78596.4897928552,"2","2"
"Cell1767","SeuratProject",71184,8925,"Cell1767","Batch2","Group3",71322.1098899325,"1","1"
"Cell1768","SeuratProject",77235,9187,"Cell1768","Batch2","Group1",76829.2160780461,"0","0"
"Cell1769","SeuratProject",69936,8774,"Cell1769","Batch2","Group2",69456.4284399624,"1","1"
"Cell1770","SeuratProject",58613,8069,"Cell1770","Batch2","Group1",59806.3712137126,"3","3"
"Cell1771","SeuratProject",61237,8205,"Cell1771","Batch2","Group3",61806.9966303313,"1","1"
"Cell1772","SeuratProject",44914,7083,"Cell1772","Batch2","Group1",44487.8456458988,"2","2"
"Cell1773","SeuratProject",67450,8561,"Cell1773","Batch2","Group4",67803.2752523583,"2","2"
"Cell1774","SeuratProject",50811,7497,"Cell1774","Batch2","Group3",50976.4362548149,"1","1"
"Cell1775","SeuratProject",52383,7672,"Cell1775","Batch2","Group1",52490.7492862934,"0","0"
"Cell1776","SeuratProject",72023,8895,"Cell1776","Batch2","Group2",71281.3326260554,"2","2"
"Cell1777","SeuratProject",54736,7905,"Cell1777","Batch2","Group1",55375.6385852278,"0","0"
"Cell1778","SeuratProject",56796,7963,"Cell1778","Batch2","Group4",56423.3337290578,"1","1"
"Cell1779","SeuratProject",57898,7939,"Cell1779","Batch2","Group1",57449.0368552614,"0","0"
"Cell1780","SeuratProject",48825,7365,"Cell1780","Batch2","Group1",48691.9250513004,"2","2"
"Cell1781","SeuratProject",58317,8028,"Cell1781","Batch2","Group3",58227.5232516449,"2","2"
"Cell1782","SeuratProject",58329,8135,"Cell1782","Batch2","Group3",58861.30169887,"2","2"
"Cell1783","SeuratProject",61757,8295,"Cell1783","Batch2","Group3",61673.8290130899,"1","1"
"Cell1784","SeuratProject",50534,7495,"Cell1784","Batch2","Group3",50074.6948446467,"1","1"
"Cell1785","SeuratProject",59825,8279,"Cell1785","Batch2","Group1",59588.2610186789,"0","0"
"Cell1786","SeuratProject",62595,8402,"Cell1786","Batch2","Group1",61745.2888240382,"0","0"
"Cell1787","SeuratProject",62449,8370,"Cell1787","Batch2","Group1",62396.933353894,"0","0"
"Cell1788","SeuratProject",57877,8028,"Cell1788","Batch2","Group1",57790.9509059312,"0","0"
"Cell1789","SeuratProject",60169,8171,"Cell1789","Batch2","Group4",60862.2541626154,"2","2"
"Cell1790","SeuratProject",67812,8678,"Cell1790","Batch2","Group1",68075.7495950307,"0","0"
"Cell1791","SeuratProject",54068,7819,"Cell1791","Batch2","Group3",54718.0086806951,"1","1"
"Cell1792","SeuratProject",76822,9078,"Cell1792","Batch2","Group1",77212.5733494197,"2","2"
"Cell1793","SeuratProject",67639,8628,"Cell1793","Batch2","Group1",66884.48296859,"0","0"
"Cell1794","SeuratProject",54213,7771,"Cell1794","Batch2","Group3",53705.5863446963,"2","2"
"Cell1795","SeuratProject",92491,9797,"Cell1795","Batch2","Group1",93144.7169407313,"1","1"
"Cell1796","SeuratProject",71173,8864,"Cell1796","Batch2","Group2",71218.5562239782,"1","1"
"Cell1797","SeuratProject",40675,6753,"Cell1797","Batch2","Group3",40610.4380281375,"2","2"
"Cell1798","SeuratProject",41100,6871,"Cell1798","Batch2","Group2",41253.0727371826,"2","2"
"Cell1799","SeuratProject",60631,8293,"Cell1799","Batch2","Group1",60586.514471392,"0","0"
"Cell1800","SeuratProject",43844,7105,"Cell1800","Batch2","Group3",43890.2143012884,"2","2"
"Cell1801","SeuratProject",58749,8206,"Cell1801","Batch2","Group3",58612.6351375942,"2","2"
"Cell1802","SeuratProject",68061,8741,"Cell1802","Batch2","Group1",68183.1185865618,"0","0"
"Cell1803","SeuratProject",54811,7796,"Cell1803","Batch2","Group1",54494.3981549808,"1","1"
"Cell1804","SeuratProject",51714,7620,"Cell1804","Batch2","Group2",51571.8431016846,"1","1"
"Cell1805","SeuratProject",74432,9057,"Cell1805","Batch2","Group1",73810.841320219,"0","0"
"Cell1806","SeuratProject",63013,8368,"Cell1806","Batch2","Group2",63191.7886150257,"1","1"
"Cell1807","SeuratProject",54420,7791,"Cell1807","Batch2","Group3",53759.8389335603,"0","0"
"Cell1808","SeuratProject",67446,8769,"Cell1808","Batch2","Group1",67552.0872743178,"0","0"
"Cell1809","SeuratProject",50808,7626,"Cell1809","Batch2","Group1",51166.4291775081,"2","2"
"Cell1810","SeuratProject",70238,8799,"Cell1810","Batch2","Group1",69904.7305656003,"0","0"
"Cell1811","SeuratProject",54710,7851,"Cell1811","Batch2","Group4",54331.5177666971,"0","0"
"Cell1812","SeuratProject",68274,8737,"Cell1812","Batch2","Group1",68743.7982001681,"2","2"
"Cell1813","SeuratProject",55721,7890,"Cell1813","Batch2","Group1",55955.2229155826,"3","3"
"Cell1814","SeuratProject",38109,6569,"Cell1814","Batch2","Group3",37888.645344927,"3","3"
"Cell1815","SeuratProject",68431,8755,"Cell1815","Batch2","Group3",68787.2913641089,"2","2"
"Cell1816","SeuratProject",48699,7492,"Cell1816","Batch2","Group1",49221.4817229715,"3","3"
"Cell1817","SeuratProject",71396,8859,"Cell1817","Batch2","Group3",71460.1076741524,"2","2"
"Cell1818","SeuratProject",67811,8587,"Cell1818","Batch2","Group3",67356.4791817067,"1","1"
"Cell1819","SeuratProject",58916,8068,"Cell1819","Batch2","Group3",58803.1358171908,"2","2"
"Cell1820","SeuratProject",60095,8202,"Cell1820","Batch2","Group1",60140.744242046,"3","3"
"Cell1821","SeuratProject",63386,8380,"Cell1821","Batch2","Group3",63068.0468969382,"2","2"
"Cell1822","SeuratProject",50406,7494,"Cell1822","Batch2","Group1",50766.2424903442,"0","0"
"Cell1823","SeuratProject",48538,7380,"Cell1823","Batch2","Group2",48552.916307866,"1","1"
"Cell1824","SeuratProject",68215,8691,"Cell1824","Batch2","Group3",68590.5202530762,"1","1"
"Cell1825","SeuratProject",76144,9086,"Cell1825","Batch2","Group3",76159.5953156518,"2","2"
"Cell1826","SeuratProject",50695,7525,"Cell1826","Batch2","Group1",50675.6389847799,"0","0"
"Cell1827","SeuratProject",97996,10038,"Cell1827","Batch2","Group2",97993.4634870808,"2","2"
"Cell1828","SeuratProject",51558,7671,"Cell1828","Batch2","Group1",51455.526621471,"1","1"
"Cell1829","SeuratProject",61311,8236,"Cell1829","Batch2","Group1",61042.1662457546,"0","0"
"Cell1830","SeuratProject",76866,9189,"Cell1830","Batch2","Group1",77942.9710776516,"0","0"
"Cell1831","SeuratProject",55963,7827,"Cell1831","Batch2","Group1",56537.3441465869,"0","0"
"Cell1832","SeuratProject",59524,8088,"Cell1832","Batch2","Group1",58931.7083633231,"2","2"
"Cell1833","SeuratProject",65880,8518,"Cell1833","Batch2","Group2",65167.648048777,"0","0"
"Cell1834","SeuratProject",51485,7701,"Cell1834","Batch2","Group1",51760.120145313,"0","0"
"Cell1835","SeuratProject",47308,7367,"Cell1835","Batch2","Group3",47921.300301106,"2","2"
