"","orig.ident","nCount_RNA","nFeature_RNA","Cell","Batch","Group","ExpLibSize","RNA_snn_res.0.8","seurat_clusters"
"Cell1557","SeuratProject",65463,8534,"Cell1557","Batch2","Group3",65219.2728406898,"1","1"
"Cell1558","SeuratProject",79306,9321,"Cell1558","Batch2","Group1",80074.9021805853,"1","1"
"Cell1559","SeuratProject",60649,8315,"Cell1559","Batch2","Group1",60632.5570511887,"6","6"
"Cell1560","SeuratProject",49877,7578,"Cell1560","Batch2","Group1",49798.6439587148,"3","3"
"Cell1561","SeuratProject",66419,8609,"Cell1561","Batch2","Group3",67006.636596524,"1","1"
"Cell1562","SeuratProject",55406,7896,"Cell1562","Batch2","Group2",55103.855069934,"1","1"
"Cell1563","SeuratProject",75284,9043,"Cell1563","Batch2","Group3",75449.7624549468,"0","0"
"Cell1564","SeuratProject",48526,7448,"Cell1564","Batch2","Group3",48401.6920964589,"1","1"
"Cell1565","SeuratProject",40369,6720,"Cell1565","Batch2","Group2",40216.1624264902,"4","4"
"Cell1566","SeuratProject",58390,8160,"Cell1566","Batch2","Group4",59244.4330703957,"5","5"
"Cell1567","SeuratProject",58590,8149,"Cell1567","Batch2","Group2",58971.3935452189,"2","2"
"Cell1568","SeuratProject",44105,7053,"Cell1568","Batch2","Group1",43883.2250164155,"5","5"
"Cell1569","SeuratProject",63503,8517,"Cell1569","Batch2","Group1",63987.648098544,"1","1"
"Cell1570","SeuratProject",67920,8764,"Cell1570","Batch2","Group1",68833.9214749264,"0","0"
"Cell1571","SeuratProject",50592,7617,"Cell1571","Batch2","Group1",50078.6319543694,"5","5"
"Cell1572","SeuratProject",61238,8321,"Cell1572","Batch2","Group4",61495.888407259,"5","5"
"Cell1573","SeuratProject",74135,9047,"Cell1573","Batch2","Group4",74416.7262673144,"1","1"
"Cell1574","SeuratProject",53400,7857,"Cell1574","Batch2","Group1",53061.9558719086,"6","6"
"Cell1575","SeuratProject",55507,7905,"Cell1575","Batch2","Group1",55573.7498740022,"1","1"
"Cell1576","SeuratProject",75053,9097,"Cell1576","Batch2","Group3",74793.8675200723,"4","4"
"Cell1577","SeuratProject",62835,8361,"Cell1577","Batch2","Group1",63308.604387408,"4","4"
"Cell1578","SeuratProject",63975,8422,"Cell1578","Batch2","Group1",64695.6130671917,"3","3"
"Cell1579","SeuratProject",49272,7443,"Cell1579","Batch2","Group3",49864.0511137775,"0","0"
"Cell1580","SeuratProject",63150,8365,"Cell1580","Batch2","Group1",62718.9456219563,"0","0"
"Cell1581","SeuratProject",63713,8438,"Cell1581","Batch2","Group3",62915.6498028288,"2","2"
"Cell1582","SeuratProject",56264,7959,"Cell1582","Batch2","Group4",56728.9828533615,"1","1"
"Cell1583","SeuratProject",38968,6609,"Cell1583","Batch2","Group2",39533.2045665879,"2","2"
"Cell1584","SeuratProject",63182,8347,"Cell1584","Batch2","Group1",63311.3821887237,"5","5"
"Cell1585","SeuratProject",48603,7391,"Cell1585","Batch2","Group3",48646.5752163692,"1","1"
"Cell1586","SeuratProject",57647,8027,"Cell1586","Batch2","Group2",56755.9681807209,"0","0"
"Cell1587","SeuratProject",55923,7812,"Cell1587","Batch2","Group1",55061.007027668,"5","5"
"Cell1588","SeuratProject",79348,9261,"Cell1588","Batch2","Group1",79742.4798201871,"3","3"
"Cell1589","SeuratProject",48005,7517,"Cell1589","Batch2","Group2",48089.4384045029,"3","3"
"Cell1590","SeuratProject",84781,9594,"Cell1590","Batch2","Group4",85472.4676862298,"4","4"
"Cell1591","SeuratProject",78306,9282,"Cell1591","Batch2","Group3",79425.7313795878,"1","1"
"Cell1592","SeuratProject",49090,7453,"Cell1592","Batch2","Group3",48740.22417667,"0","0"
"Cell1593","SeuratProject",57672,8165,"Cell1593","Batch2","Group1",58993.9264541139,"2","2"
"Cell1594","SeuratProject",39976,6756,"Cell1594","Batch2","Group1",40554.7602079581,"2","2"
"Cell1595","SeuratProject",55147,7973,"Cell1595","Batch2","Group3",55400.1755628729,"0","0"
"Cell1596","SeuratProject",64460,8458,"Cell1596","Batch2","Group3",63985.9988697107,"0","0"
"Cell1597","SeuratProject",45760,7189,"Cell1597","Batch2","Group1",46786.7557908972,"1","1"
"Cell1598","SeuratProject",52397,7765,"Cell1598","Batch2","Group1",52514.8020670853,"0","0"
"Cell1599","SeuratProject",68528,8733,"Cell1599","Batch2","Group4",68542.2931012075,"0","0"
"Cell1600","SeuratProject",67410,8534,"Cell1600","Batch2","Group1",66894.1993634026,"2","2"
"Cell1601","SeuratProject",62403,8357,"Cell1601","Batch2","Group3",62076.1682847782,"1","1"
"Cell1602","SeuratProject",82704,9350,"Cell1602","Batch2","Group3",82306.4897167087,"1","1"
"Cell1603","SeuratProject",48996,7498,"Cell1603","Batch2","Group3",49035.1814400013,"0","0"
"Cell1604","SeuratProject",46423,7251,"Cell1604","Batch2","Group2",46587.5507547528,"4","4"
"Cell1605","SeuratProject",107179,10398,"Cell1605","Batch2","Group1",106884.12166945,"0","0"
"Cell1606","SeuratProject",73101,8979,"Cell1606","Batch2","Group1",73842.746659923,"6","6"
"Cell1607","SeuratProject",45027,7087,"Cell1607","Batch2","Group3",44218.4903323672,"4","4"
"Cell1608","SeuratProject",81642,9384,"Cell1608","Batch2","Group1",81390.3263800966,"1","1"
"Cell1609","SeuratProject",69194,8799,"Cell1609","Batch2","Group3",68591.3852581203,"1","1"
"Cell1610","SeuratProject",42068,6906,"Cell1610","Batch2","Group2",41952.6653714912,"2","2"
"Cell1611","SeuratProject",51567,7557,"Cell1611","Batch2","Group3",50974.3925245264,"3","3"
"Cell1612","SeuratProject",41769,6865,"Cell1612","Batch2","Group1",41372.1878794005,"0","0"
"Cell1613","SeuratProject",83399,9435,"Cell1613","Batch2","Group3",82737.9902268212,"6","6"
"Cell1614","SeuratProject",59205,8095,"Cell1614","Batch2","Group3",59176.1085885809,"6","6"
"Cell1615","SeuratProject",59777,8187,"Cell1615","Batch2","Group3",60659.985984602,"3","3"
"Cell1616","SeuratProject",56807,8002,"Cell1616","Batch2","Group2",56897.416949268,"2","2"
"Cell1617","SeuratProject",91343,9825,"Cell1617","Batch2","Group3",91330.8467171622,"0","0"
"Cell1618","SeuratProject",55848,7906,"Cell1618","Batch2","Group2",56254.2261485654,"2","2"
"Cell1619","SeuratProject",49687,7485,"Cell1619","Batch2","Group1",49558.1528830193,"5","5"
"Cell1620","SeuratProject",57143,8069,"Cell1620","Batch2","Group2",56956.4265644957,"1","1"
"Cell1621","SeuratProject",37359,6542,"Cell1621","Batch2","Group2",37390.7353486477,"3","3"
"Cell1622","SeuratProject",51698,7606,"Cell1622","Batch2","Group1",51656.0299436308,"3","3"
"Cell1623","SeuratProject",84197,9527,"Cell1623","Batch2","Group2",83990.2424013533,"0","0"
"Cell1624","SeuratProject",57460,7986,"Cell1624","Batch2","Group1",56972.7558203291,"0","0"
"Cell1625","SeuratProject",62886,8419,"Cell1625","Batch2","Group2",62605.4285375382,"1","1"
"Cell1626","SeuratProject",39832,6762,"Cell1626","Batch2","Group1",39725.5931661681,"2","2"
"Cell1627","SeuratProject",70040,8799,"Cell1627","Batch2","Group1",70606.96186459,"6","6"
"Cell1628","SeuratProject",63212,8473,"Cell1628","Batch2","Group2",62916.0693491486,"1","1"
"Cell1629","SeuratProject",47398,7342,"Cell1629","Batch2","Group1",47189.7759418967,"6","6"
"Cell1630","SeuratProject",63413,8401,"Cell1630","Batch2","Group3",63693.8127200535,"4","4"
"Cell1631","SeuratProject",89763,9774,"Cell1631","Batch2","Group3",90243.4850441601,"1","1"
"Cell1632","SeuratProject",52982,7731,"Cell1632","Batch2","Group1",53592.6986723438,"1","1"
"Cell1633","SeuratProject",44966,7208,"Cell1633","Batch2","Group2",45132.0981580494,"2","2"
"Cell1634","SeuratProject",53486,7824,"Cell1634","Batch2","Group2",53239.3882371369,"3","3"
"Cell1635","SeuratProject",68711,8769,"Cell1635","Batch2","Group1",68827.7521939885,"1","1"
"Cell1636","SeuratProject",52576,7569,"Cell1636","Batch2","Group1",52418.888682168,"5","5"
"Cell1637","SeuratProject",54844,7804,"Cell1637","Batch2","Group2",55161.1721134865,"1","1"
"Cell1638","SeuratProject",58415,8056,"Cell1638","Batch2","Group1",58452.4699937398,"3","3"
"Cell1639","SeuratProject",68956,8717,"Cell1639","Batch2","Group1",68139.5677850162,"4","4"
"Cell1640","SeuratProject",49059,7487,"Cell1640","Batch2","Group2",49306.9441728592,"2","2"
"Cell1641","SeuratProject",81946,9437,"Cell1641","Batch2","Group1",81831.1580956681,"0","0"
"Cell1642","SeuratProject",55729,7954,"Cell1642","Batch2","Group1",56554.4512773337,"2","2"
"Cell1643","SeuratProject",64090,8483,"Cell1643","Batch2","Group1",64590.5984480831,"6","6"
"Cell1644","SeuratProject",51570,7730,"Cell1644","Batch2","Group3",51638.6262689525,"6","6"
"Cell1645","SeuratProject",62011,8290,"Cell1645","Batch2","Group1",61584.8659147901,"0","0"
"Cell1646","SeuratProject",80744,9368,"Cell1646","Batch2","Group1",80512.7178006419,"0","0"
"Cell1647","SeuratProject",40110,6797,"Cell1647","Batch2","Group3",40516.237225651,"3","3"
"Cell1648","SeuratProject",64730,8586,"Cell1648","Batch2","Group3",65071.6493549346,"3","3"
"Cell1649","SeuratProject",84262,9448,"Cell1649","Batch2","Group2",83413.8685542756,"1","1"
"Cell1650","SeuratProject",69819,8860,"Cell1650","Batch2","Group3",70126.413303583,"0","0"
"Cell1651","SeuratProject",52662,7659,"Cell1651","Batch2","Group1",52201.7275947895,"4","4"
"Cell1652","SeuratProject",49399,7400,"Cell1652","Batch2","Group1",49003.3563043386,"1","1"
"Cell1653","SeuratProject",61143,8161,"Cell1653","Batch2","Group3",60565.1936177342,"0","0"
"Cell1654","SeuratProject",67341,8703,"Cell1654","Batch2","Group2",67247.9360153282,"6","6"
"Cell1655","SeuratProject",80793,9318,"Cell1655","Batch2","Group1",81051.7577895251,"5","5"
"Cell1656","SeuratProject",68550,8704,"Cell1656","Batch2","Group4",68220.1911334999,"1","1"
"Cell1657","SeuratProject",59969,8261,"Cell1657","Batch2","Group3",59834.1428541988,"2","2"
"Cell1658","SeuratProject",74235,8908,"Cell1658","Batch2","Group3",74213.3015213608,"0","0"
"Cell1659","SeuratProject",51021,7576,"Cell1659","Batch2","Group1",50461.5647936152,"0","0"
"Cell1660","SeuratProject",56937,7948,"Cell1660","Batch2","Group2",57003.7739865267,"1","1"
"Cell1661","SeuratProject",45096,7076,"Cell1661","Batch2","Group2",45098.5717537007,"5","5"
"Cell1662","SeuratProject",56571,8005,"Cell1662","Batch2","Group2",57197.604564288,"0","0"
"Cell1663","SeuratProject",87793,9615,"Cell1663","Batch2","Group4",87690.7789088937,"3","3"
"Cell1664","SeuratProject",52292,7722,"Cell1664","Batch2","Group1",53270.9678194606,"2","2"
"Cell1665","SeuratProject",96060,9978,"Cell1665","Batch2","Group3",95162.6599192895,"1","1"
"Cell1666","SeuratProject",73415,8931,"Cell1666","Batch2","Group4",73222.4781998681,"1","1"
"Cell1667","SeuratProject",72297,8897,"Cell1667","Batch2","Group1",72112.8290826875,"0","0"
"Cell1668","SeuratProject",81933,9432,"Cell1668","Batch2","Group3",82335.8645036486,"0","0"
"Cell1669","SeuratProject",98780,10046,"Cell1669","Batch2","Group4",98374.053226676,"0","0"
"Cell1670","SeuratProject",47114,7400,"Cell1670","Batch2","Group1",47362.5046470977,"4","4"
"Cell1671","SeuratProject",55718,7912,"Cell1671","Batch2","Group1",56142.0425193881,"0","0"
"Cell1672","SeuratProject",63641,8469,"Cell1672","Batch2","Group3",63731.4579699244,"5","5"
"Cell1673","SeuratProject",80658,9314,"Cell1673","Batch2","Group1",80562.8914960354,"0","0"
"Cell1674","SeuratProject",43080,6901,"Cell1674","Batch2","Group1",43350.2285691157,"0","0"
"Cell1675","SeuratProject",78819,9362,"Cell1675","Batch2","Group4",79174.9193140239,"0","0"
"Cell1676","SeuratProject",50914,7576,"Cell1676","Batch2","Group3",51113.7328347423,"0","0"
"Cell1677","SeuratProject",65672,8535,"Cell1677","Batch2","Group2",65662.6998964713,"0","0"
"Cell1678","SeuratProject",73726,9070,"Cell1678","Batch2","Group2",74046.683668286,"2","2"
"Cell1679","SeuratProject",54138,7733,"Cell1679","Batch2","Group3",54332.5170892385,"1","1"
"Cell1680","SeuratProject",92499,9793,"Cell1680","Batch2","Group1",92107.0857229865,"2","2"
"Cell1681","SeuratProject",69015,8743,"Cell1681","Batch2","Group1",69948.5319892538,"0","0"
"Cell1682","SeuratProject",72230,8973,"Cell1682","Batch2","Group1",72187.0972551657,"6","6"
"Cell1683","SeuratProject",41489,6816,"Cell1683","Batch2","Group1",41432.6721943006,"2","2"
"Cell1684","SeuratProject",86097,9581,"Cell1684","Batch2","Group2",85904.9165154491,"0","0"
"Cell1685","SeuratProject",48134,7381,"Cell1685","Batch2","Group3",48080.8302932494,"4","4"
"Cell1686","SeuratProject",59992,8196,"Cell1686","Batch2","Group1",59963.2262408472,"2","2"
"Cell1687","SeuratProject",68956,8694,"Cell1687","Batch2","Group3",68635.713588875,"0","0"
"Cell1688","SeuratProject",59568,8215,"Cell1688","Batch2","Group1",60520.4107758096,"3","3"
"Cell1689","SeuratProject",42095,6997,"Cell1689","Batch2","Group1",42020.4423953025,"1","1"
"Cell1690","SeuratProject",46005,7137,"Cell1690","Batch2","Group1",46174.8258419627,"6","6"
"Cell1691","SeuratProject",71768,8950,"Cell1691","Batch2","Group1",72086.9271946489,"2","2"
"Cell1692","SeuratProject",59346,8189,"Cell1692","Batch2","Group2",59774.0986540704,"1","1"
"Cell1693","SeuratProject",67534,8642,"Cell1693","Batch2","Group2",67959.0138290137,"4","4"
"Cell1694","SeuratProject",55104,7911,"Cell1694","Batch2","Group3",54532.4037033718,"2","2"
"Cell1695","SeuratProject",57196,7969,"Cell1695","Batch2","Group2",56800.4537673818,"4","4"
"Cell1696","SeuratProject",40940,6767,"Cell1696","Batch2","Group1",40943.214731734,"2","2"
"Cell1697","SeuratProject",53025,7725,"Cell1697","Batch2","Group1",53036.4791124819,"1","1"
"Cell1698","SeuratProject",59893,8137,"Cell1698","Batch2","Group3",60792.6722647985,"2","2"
"Cell1699","SeuratProject",43075,7005,"Cell1699","Batch2","Group4",42838.0437387849,"2","2"
"Cell1700","SeuratProject",86558,9658,"Cell1700","Batch2","Group3",86418.5202252983,"3","3"
"Cell1701","SeuratProject",60124,8219,"Cell1701","Batch2","Group1",59803.8460349629,"0","0"
"Cell1702","SeuratProject",56549,7960,"Cell1702","Batch2","Group2",56630.706626567,"1","1"
"Cell1703","SeuratProject",59781,8170,"Cell1703","Batch2","Group1",59072.1295358921,"4","4"
"Cell1704","SeuratProject",70389,8749,"Cell1704","Batch2","Group3",70496.6377718584,"0","0"
"Cell1705","SeuratProject",59630,8279,"Cell1705","Batch2","Group2",60473.1149791143,"1","1"
"Cell1706","SeuratProject",65651,8588,"Cell1706","Batch2","Group1",65153.8735757957,"0","0"
"Cell1707","SeuratProject",87511,9618,"Cell1707","Batch2","Group1",88044.7038817307,"0","0"
"Cell1708","SeuratProject",54069,7825,"Cell1708","Batch2","Group1",54412.3536945557,"3","3"
"Cell1709","SeuratProject",60698,8313,"Cell1709","Batch2","Group2",60824.1926988035,"0","0"
"Cell1710","SeuratProject",62530,8453,"Cell1710","Batch2","Group4",62038.3224742815,"3","3"
"Cell1711","SeuratProject",65404,8563,"Cell1711","Batch2","Group2",64811.0961491611,"3","3"
"Cell1712","SeuratProject",74101,9017,"Cell1712","Batch2","Group1",73290.592168693,"0","0"
"Cell1713","SeuratProject",62180,8315,"Cell1713","Batch2","Group1",62108.85995381,"4","4"
"Cell1714","SeuratProject",62450,8375,"Cell1714","Batch2","Group1",62538.6726310903,"1","1"
"Cell1715","SeuratProject",70315,8754,"Cell1715","Batch2","Group2",70416.620636815,"5","5"
"Cell1716","SeuratProject",44232,7130,"Cell1716","Batch2","Group1",44791.2547155933,"2","2"
"Cell1717","SeuratProject",68327,8692,"Cell1717","Batch2","Group1",68899.4760941981,"6","6"
"Cell1718","SeuratProject",48584,7305,"Cell1718","Batch2","Group3",48560.1576455141,"2","2"
"Cell1719","SeuratProject",51316,7592,"Cell1719","Batch2","Group1",51016.7192663163,"2","2"
"Cell1720","SeuratProject",65595,8544,"Cell1720","Batch2","Group1",64525.0847489346,"3","3"
"Cell1721","SeuratProject",55280,7930,"Cell1721","Batch2","Group1",54924.2060752259,"4","4"
"Cell1722","SeuratProject",81933,9401,"Cell1722","Batch2","Group1",82328.2817191419,"2","2"
"Cell1723","SeuratProject",62589,8351,"Cell1723","Batch2","Group1",62554.2183401211,"5","5"
"Cell1724","SeuratProject",42657,6895,"Cell1724","Batch2","Group2",42668.6600087263,"3","3"
"Cell1725","SeuratProject",66499,8632,"Cell1725","Batch2","Group4",66885.4572590607,"5","5"
"Cell1726","SeuratProject",94209,10016,"Cell1726","Batch2","Group3",94427.2598967419,"2","2"
"Cell1727","SeuratProject",53686,7782,"Cell1727","Batch2","Group1",53860.7120429111,"3","3"
"Cell1728","SeuratProject",71242,8844,"Cell1728","Batch2","Group3",70919.1173608541,"2","2"
"Cell1729","SeuratProject",40184,6741,"Cell1729","Batch2","Group1",40498.6093168148,"5","5"
"Cell1730","SeuratProject",63468,8524,"Cell1730","Batch2","Group1",63044.9569122856,"1","1"
"Cell1731","SeuratProject",71525,8916,"Cell1731","Batch2","Group3",70944.5893911156,"2","2"
"Cell1732","SeuratProject",69838,8739,"Cell1732","Batch2","Group1",68922.3247792467,"2","2"
"Cell1733","SeuratProject",67620,8698,"Cell1733","Batch2","Group2",66989.7479693575,"0","0"
"Cell1734","SeuratProject",65329,8600,"Cell1734","Batch2","Group3",66365.2623268311,"2","2"
"Cell1735","SeuratProject",63595,8401,"Cell1735","Batch2","Group4",63461.8427060009,"5","5"
"Cell1736","SeuratProject",75622,9068,"Cell1736","Batch2","Group1",75858.5064342057,"1","1"
"Cell1737","SeuratProject",62894,8276,"Cell1737","Batch2","Group1",63672.8871615703,"0","0"
"Cell1738","SeuratProject",55799,7941,"Cell1738","Batch2","Group1",55747.398404769,"6","6"
"Cell1739","SeuratProject",61839,8342,"Cell1739","Batch2","Group4",61903.2412070773,"1","1"
"Cell1740","SeuratProject",66008,8538,"Cell1740","Batch2","Group3",66032.1070868537,"0","0"
"Cell1741","SeuratProject",65474,8436,"Cell1741","Batch2","Group3",64514.207215788,"4","4"
"Cell1742","SeuratProject",53754,7777,"Cell1742","Batch2","Group2",53740.3508402263,"6","6"
"Cell1743","SeuratProject",69489,8772,"Cell1743","Batch2","Group3",69247.9603302434,"1","1"
"Cell1744","SeuratProject",57505,7995,"Cell1744","Batch2","Group1",57420.1474422756,"1","1"
"Cell1745","SeuratProject",73456,8888,"Cell1745","Batch2","Group1",71868.0994861985,"2","2"
"Cell1746","SeuratProject",58707,8041,"Cell1746","Batch2","Group1",58509.6607792855,"6","6"
"Cell1747","SeuratProject",65801,8540,"Cell1747","Batch2","Group2",65848.5659420638,"3","3"
"Cell1748","SeuratProject",77295,9227,"Cell1748","Batch2","Group1",76436.8343691545,"0","0"
"Cell1749","SeuratProject",67154,8656,"Cell1749","Batch2","Group2",67368.4238573171,"1","1"
"Cell1750","SeuratProject",51945,7651,"Cell1750","Batch2","Group1",51888.0267645036,"3","3"
"Cell1751","SeuratProject",68602,8707,"Cell1751","Batch2","Group4",67850.9091517521,"0","0"
"Cell1752","SeuratProject",63796,8436,"Cell1752","Batch2","Group1",63632.2900177538,"2","2"
"Cell1753","SeuratProject",47962,7379,"Cell1753","Batch2","Group2",48189.0263987242,"5","5"
"Cell1754","SeuratProject",53052,7706,"Cell1754","Batch2","Group4",52923.5234596778,"5","5"
"Cell1755","SeuratProject",67407,8593,"Cell1755","Batch2","Group2",67175.4706103983,"3","3"
"Cell1756","SeuratProject",92031,9940,"Cell1756","Batch2","Group2",92975.6084203584,"0","0"
"Cell1757","SeuratProject",55409,7924,"Cell1757","Batch2","Group1",55695.334347497,"1","1"
"Cell1758","SeuratProject",55456,7911,"Cell1758","Batch2","Group3",55423.1658112245,"6","6"
"Cell1759","SeuratProject",37704,6491,"Cell1759","Batch2","Group1",37618.7367541836,"3","3"
"Cell1760","SeuratProject",47514,7406,"Cell1760","Batch2","Group1",47722.3184706875,"1","1"
"Cell1761","SeuratProject",41890,6928,"Cell1761","Batch2","Group1",41831.4377424147,"4","4"
"Cell1762","SeuratProject",59556,8224,"Cell1762","Batch2","Group1",59786.0427783868,"1","1"
"Cell1763","SeuratProject",56839,8045,"Cell1763","Batch2","Group1",56885.7448958635,"1","1"
"Cell1764","SeuratProject",44920,7042,"Cell1764","Batch2","Group3",44852.7031498694,"2","2"
"Cell1765","SeuratProject",54156,7895,"Cell1765","Batch2","Group3",54829.165384581,"2","2"
"Cell1766","SeuratProject",78462,9244,"Cell1766","Batch2","Group3",78596.4897928552,"1","1"
"Cell1767","SeuratProject",71649,8844,"Cell1767","Batch2","Group3",71322.1098899325,"5","5"
"Cell1768","SeuratProject",77377,9254,"Cell1768","Batch2","Group1",76829.2160780461,"1","1"
"Cell1769","SeuratProject",69816,8766,"Cell1769","Batch2","Group2",69456.4284399624,"0","0"
"Cell1770","SeuratProject",59472,8179,"Cell1770","Batch2","Group1",59806.3712137126,"0","0"
"Cell1771","SeuratProject",62148,8142,"Cell1771","Batch2","Group3",61806.9966303313,"3","3"
"Cell1772","SeuratProject",44792,7125,"Cell1772","Batch2","Group1",44487.8456458988,"2","2"
"Cell1773","SeuratProject",67845,8647,"Cell1773","Batch2","Group4",67803.2752523583,"0","0"
"Cell1774","SeuratProject",51816,7611,"Cell1774","Batch2","Group3",50976.4362548149,"4","4"
"Cell1775","SeuratProject",52327,7717,"Cell1775","Batch2","Group1",52490.7492862934,"5","5"
"Cell1776","SeuratProject",70360,8841,"Cell1776","Batch2","Group2",71281.3326260554,"6","6"
"Cell1777","SeuratProject",55389,7899,"Cell1777","Batch2","Group1",55375.6385852278,"1","1"
"Cell1778","SeuratProject",55716,8003,"Cell1778","Batch2","Group4",56423.3337290578,"2","2"
"Cell1779","SeuratProject",57684,8066,"Cell1779","Batch2","Group1",57449.0368552614,"0","0"
"Cell1780","SeuratProject",48449,7328,"Cell1780","Batch2","Group1",48691.9250513004,"3","3"
"Cell1781","SeuratProject",58809,8133,"Cell1781","Batch2","Group3",58227.5232516449,"0","0"
"Cell1782","SeuratProject",57961,8046,"Cell1782","Batch2","Group3",58861.30169887,"4","4"
"Cell1783","SeuratProject",61063,8266,"Cell1783","Batch2","Group3",61673.8290130899,"0","0"
"Cell1784","SeuratProject",50311,7560,"Cell1784","Batch2","Group3",50074.6948446467,"0","0"
"Cell1785","SeuratProject",60183,8204,"Cell1785","Batch2","Group1",59588.2610186789,"1","1"
"Cell1786","SeuratProject",62268,8280,"Cell1786","Batch2","Group1",61745.2888240382,"0","0"
"Cell1787","SeuratProject",61772,8274,"Cell1787","Batch2","Group1",62396.933353894,"0","0"
"Cell1788","SeuratProject",57777,8068,"Cell1788","Batch2","Group1",57790.9509059312,"0","0"
"Cell1789","SeuratProject",61086,8266,"Cell1789","Batch2","Group4",60862.2541626154,"0","0"
"Cell1790","SeuratProject",67481,8637,"Cell1790","Batch2","Group1",68075.7495950307,"2","2"
"Cell1791","SeuratProject",54574,7881,"Cell1791","Batch2","Group3",54718.0086806951,"1","1"
"Cell1792","SeuratProject",76883,9186,"Cell1792","Batch2","Group1",77212.5733494197,"2","2"
"Cell1793","SeuratProject",66181,8517,"Cell1793","Batch2","Group1",66884.48296859,"3","3"
"Cell1794","SeuratProject",54243,7768,"Cell1794","Batch2","Group3",53705.5863446963,"3","3"
"Cell1795","SeuratProject",92475,9785,"Cell1795","Batch2","Group1",93144.7169407313,"6","6"
"Cell1796","SeuratProject",71526,8867,"Cell1796","Batch2","Group2",71218.5562239782,"1","1"
"Cell1797","SeuratProject",40898,6748,"Cell1797","Batch2","Group3",40610.4380281375,"2","2"
"Cell1798","SeuratProject",40638,6807,"Cell1798","Batch2","Group2",41253.0727371826,"4","4"
"Cell1799","SeuratProject",60585,8348,"Cell1799","Batch2","Group1",60586.514471392,"0","0"
"Cell1800","SeuratProject",43839,7032,"Cell1800","Batch2","Group3",43890.2143012884,"2","2"
"Cell1801","SeuratProject",59229,8188,"Cell1801","Batch2","Group3",58612.6351375942,"1","1"
"Cell1802","SeuratProject",67545,8754,"Cell1802","Batch2","Group1",68183.1185865618,"2","2"
"Cell1803","SeuratProject",54553,7904,"Cell1803","Batch2","Group1",54494.3981549808,"5","5"
"Cell1804","SeuratProject",52494,7611,"Cell1804","Batch2","Group2",51571.8431016846,"5","5"
"Cell1805","SeuratProject",73942,9025,"Cell1805","Batch2","Group1",73810.841320219,"6","6"
"Cell1806","SeuratProject",63326,8399,"Cell1806","Batch2","Group2",63191.7886150257,"0","0"
"Cell1807","SeuratProject",53679,7787,"Cell1807","Batch2","Group3",53759.8389335603,"4","4"
"Cell1808","SeuratProject",67470,8640,"Cell1808","Batch2","Group1",67552.0872743178,"0","0"
"Cell1809","SeuratProject",51001,7574,"Cell1809","Batch2","Group1",51166.4291775081,"4","4"
"Cell1810","SeuratProject",69630,8842,"Cell1810","Batch2","Group1",69904.7305656003,"2","2"
"Cell1811","SeuratProject",54359,7845,"Cell1811","Batch2","Group4",54331.5177666971,"0","0"
"Cell1812","SeuratProject",68753,8755,"Cell1812","Batch2","Group1",68743.7982001681,"2","2"
"Cell1813","SeuratProject",55293,8003,"Cell1813","Batch2","Group1",55955.2229155826,"2","2"
"Cell1814","SeuratProject",37620,6554,"Cell1814","Batch2","Group3",37888.645344927,"0","0"
"Cell1815","SeuratProject",68766,8719,"Cell1815","Batch2","Group3",68787.2913641089,"0","0"
"Cell1816","SeuratProject",48738,7475,"Cell1816","Batch2","Group1",49221.4817229715,"3","3"
"Cell1817","SeuratProject",71536,8769,"Cell1817","Batch2","Group3",71460.1076741524,"0","0"
"Cell1818","SeuratProject",67116,8671,"Cell1818","Batch2","Group3",67356.4791817067,"1","1"
"Cell1819","SeuratProject",58646,8114,"Cell1819","Batch2","Group3",58803.1358171908,"0","0"
"Cell1820","SeuratProject",60122,8315,"Cell1820","Batch2","Group1",60140.744242046,"1","1"
"Cell1821","SeuratProject",62350,8363,"Cell1821","Batch2","Group3",63068.0468969382,"4","4"
"Cell1822","SeuratProject",50553,7498,"Cell1822","Batch2","Group1",50766.2424903442,"3","3"
"Cell1823","SeuratProject",48964,7424,"Cell1823","Batch2","Group2",48552.916307866,"2","2"
"Cell1824","SeuratProject",68645,8644,"Cell1824","Batch2","Group3",68590.5202530762,"0","0"
"Cell1825","SeuratProject",75786,9045,"Cell1825","Batch2","Group3",76159.5953156518,"2","2"
"Cell1826","SeuratProject",51030,7537,"Cell1826","Batch2","Group1",50675.6389847799,"3","3"
"Cell1827","SeuratProject",98550,10112,"Cell1827","Batch2","Group2",97993.4634870808,"0","0"
"Cell1828","SeuratProject",52514,7572,"Cell1828","Batch2","Group1",51455.526621471,"2","2"
"Cell1829","SeuratProject",60417,8334,"Cell1829","Batch2","Group1",61042.1662457546,"0","0"
"Cell1830","SeuratProject",77604,9194,"Cell1830","Batch2","Group1",77942.9710776516,"1","1"
"Cell1831","SeuratProject",55956,7961,"Cell1831","Batch2","Group1",56537.3441465869,"3","3"
"Cell1832","SeuratProject",59283,8101,"Cell1832","Batch2","Group1",58931.7083633231,"6","6"
"Cell1833","SeuratProject",66284,8557,"Cell1833","Batch2","Group2",65167.648048777,"0","0"
"Cell1834","SeuratProject",51351,7665,"Cell1834","Batch2","Group1",51760.120145313,"1","1"
"Cell1835","SeuratProject",48351,7370,"Cell1835","Batch2","Group3",47921.300301106,"4","4"
